id_x,identifier_x,generation_id,evolves_from_species_id,evolution_chain_id,color_id,shape_id,habitat_id,gender_rate,capture_rate,base_happiness,is_baby,hatch_counter,has_gender_differences,growth_rate_id,forms_switchable,is_legendary,is_mythical,order,conquest_order,id_y,identifier_y
520,tranquill,5,519.0,266,4,9,,4,120,50.0,0,15.0,0,4,0,0,0,521,,4,gray
521,unfezant,5,520.0,266,4,9,,4,45,50.0,0,15.0,1,4,0,0,0,522,,4,gray
522,blitzle,5,,267,1,8,,4,190,70.0,0,20.0,0,2,0,0,0,523,74.0,1,black
523,zebstrika,5,522.0,267,1,8,,4,75,70.0,0,20.0,0,2,0,0,0,524,75.0,1,black
524,roggenrola,5,,268,2,7,,4,255,50.0,0,15.0,0,4,0,0,0,525,40.0,2,blue
525,boldore,5,524.0,268,2,10,,4,120,50.0,0,15.0,0,4,0,0,0,526,41.0,2,blue
526,gigalith,5,525.0,268,2,10,,4,45,50.0,0,15.0,0,4,0,0,0,527,42.0,2,blue
527,woobat,5,,269,2,9,,4,190,50.0,0,15.0,0,2,0,0,0,528,,2,blue
528,swoobat,5,527.0,269,2,9,,4,45,50.0,0,15.0,0,2,0,0,0,529,,2,blue
529,drilbur,5,,270,4,6,,4,120,50.0,0,20.0,0,2,0,0,0,530,152.0,4,gray
530,excadrill,5,529.0,270,4,12,,4,60,50.0,0,20.0,0,2,0,0,0,531,153.0,4,gray
531,audino,5,,271,6,6,,4,255,50.0,0,20.0,0,3,1,0,0,532,185.0,6,pink
532,timburr,5,,272,4,12,,2,180,70.0,0,20.0,0,4,0,0,0,533,101.0,4,gray
533,gurdurr,5,532.0,272,4,12,,2,90,50.0,0,20.0,0,4,0,0,0,534,102.0,4,gray
534,conkeldurr,5,533.0,272,3,12,,2,45,50.0,0,20.0,0,4,0,0,0,535,103.0,3,brown
535,tympole,5,,273,2,3,,4,255,50.0,0,20.0,0,4,0,0,0,536,,2,blue
536,palpitoad,5,535.0,273,2,6,,4,120,50.0,0,20.0,0,4,0,0,0,537,,2,blue
537,seismitoad,5,536.0,273,2,12,,4,45,50.0,0,20.0,0,4,0,0,0,538,,2,blue
538,throh,5,,274,8,12,,0,45,50.0,0,20.0,0,2,0,0,0,539,,8,red
539,sawk,5,,275,2,12,,0,45,50.0,0,20.0,0,2,0,0,0,540,,2,blue
540,sewaddle,5,,276,10,14,,4,255,70.0,0,15.0,0,4,0,0,0,541,124.0,10,yellow
541,swadloon,5,540.0,276,5,4,,4,120,70.0,0,15.0,0,4,0,0,0,542,125.0,5,green
542,leavanny,5,541.0,276,10,12,,4,45,70.0,0,15.0,0,4,0,0,0,543,126.0,10,yellow
543,venipede,5,,277,8,14,,4,255,50.0,0,15.0,0,4,0,0,0,544,31.0,8,red
544,whirlipede,5,543.0,277,4,1,,4,120,50.0,0,15.0,0,4,0,0,0,545,32.0,4,gray
545,scolipede,5,544.0,277,8,14,,4,45,50.0,0,20.0,0,4,0,0,0,546,33.0,8,red
546,cottonee,5,,278,5,1,,4,190,50.0,0,20.0,0,2,0,0,0,547,48.0,5,green
547,whimsicott,5,546.0,278,5,12,,4,75,50.0,0,20.0,0,2,0,0,0,548,49.0,5,green
548,petilil,5,,279,5,5,,8,190,50.0,0,20.0,0,2,0,0,0,549,43.0,5,green
549,lilligant,5,548.0,279,5,5,,8,75,50.0,0,20.0,0,2,0,0,0,550,44.0,5,green
550,basculin,5,,280,5,3,,4,25,50.0,0,40.0,0,2,0,0,0,551,,5,green
551,sandile,5,,281,3,8,,4,180,50.0,0,20.0,0,4,0,0,0,552,66.0,3,brown
552,krokorok,5,551.0,281,3,8,,4,90,50.0,0,20.0,0,4,0,0,0,553,67.0,3,brown
553,krookodile,5,552.0,281,8,6,,4,45,50.0,0,20.0,0,4,0,0,0,554,68.0,8,red
554,darumaka,5,,282,8,12,,4,120,50.0,0,20.0,0,4,0,0,0,555,142.0,8,red
555,darmanitan,5,554.0,282,8,8,,4,60,50.0,0,20.0,0,4,1,0,0,556,143.0,8,red
556,maractus,5,,283,5,5,,4,255,50.0,0,20.0,0,2,0,0,0,557,,5,green
557,dwebble,5,,284,8,14,,4,190,50.0,0,20.0,0,2,0,0,0,558,,8,red
558,crustle,5,557.0,284,8,14,,4,75,50.0,0,20.0,0,2,0,0,0,559,,8,red
559,scraggy,5,,285,10,6,,4,180,35.0,0,15.0,0,2,0,0,0,560,165.0,10,yellow
560,scrafty,5,559.0,285,8,6,,4,90,50.0,0,15.0,0,2,0,0,0,561,166.0,8,red
561,sigilyph,5,,286,1,9,,4,45,50.0,0,20.0,0,2,0,0,0,562,,1,black
562,yamask,5,,287,1,4,,4,190,50.0,0,25.0,0,2,0,0,0,563,,1,black
563,cofagrigus,5,562.0,287,10,5,,4,90,50.0,0,25.0,0,2,0,0,0,564,,10,yellow
564,tirtouga,5,,288,2,8,,1,45,50.0,0,30.0,0,2,0,0,0,565,,2,blue
565,carracosta,5,564.0,288,2,6,,1,45,50.0,0,30.0,0,2,0,0,0,566,,2,blue
566,archen,5,,289,10,9,,1,45,50.0,0,30.0,0,2,0,0,0,567,,10,yellow
567,archeops,5,566.0,289,10,9,,1,45,50.0,0,30.0,0,2,0,0,0,568,,10,yellow
568,trubbish,5,,290,5,12,,4,190,50.0,0,20.0,0,2,0,0,0,569,,5,green
569,garbodor,5,568.0,290,5,12,,4,60,50.0,0,20.0,0,2,0,0,0,570,,5,green
570,zorua,5,,291,4,8,,1,75,50.0,0,25.0,0,4,0,0,0,571,154.0,4,gray
571,zoroark,5,570.0,291,4,6,,1,45,50.0,0,20.0,0,4,0,0,0,572,155.0,4,gray
572,minccino,5,,292,4,8,,6,255,50.0,0,15.0,0,3,0,0,0,573,96.0,4,gray
573,cinccino,5,572.0,292,4,8,,6,60,50.0,0,15.0,0,3,0,0,0,574,97.0,4,gray
574,gothita,5,,293,7,12,,6,200,50.0,0,20.0,0,4,0,0,0,575,63.0,7,purple
575,gothorita,5,574.0,293,7,12,,6,100,50.0,0,20.0,0,4,0,0,0,576,64.0,7,purple
576,gothitelle,5,575.0,293,7,12,,6,50,50.0,0,20.0,0,4,0,0,0,577,65.0,7,purple
577,solosis,5,,294,5,1,,4,200,50.0,0,20.0,0,4,0,0,0,578,,5,green
578,duosion,5,577.0,294,5,1,,4,100,50.0,0,20.0,0,4,0,0,0,579,,5,green
579,reuniclus,5,578.0,294,5,4,,4,50,50.0,0,20.0,0,4,0,0,0,580,,5,green
580,ducklett,5,,295,2,9,,4,190,70.0,0,20.0,0,2,0,0,0,581,,2,blue
581,swanna,5,580.0,295,9,9,,4,45,70.0,0,20.0,0,2,0,0,0,582,,9,white
582,vanillite,5,,296,9,5,,4,255,50.0,0,20.0,0,1,0,0,0,583,,9,white
583,vanillish,5,582.0,296,9,5,,4,120,50.0,0,20.0,0,1,0,0,0,584,,9,white
584,vanilluxe,5,583.0,296,9,11,,4,45,50.0,0,20.0,0,1,0,0,0,585,,9,white
585,deerling,5,,297,6,8,,4,190,70.0,0,20.0,0,2,1,0,0,586,,6,pink
586,sawsbuck,5,585.0,297,3,8,,4,75,70.0,0,20.0,0,2,1,0,0,587,,3,brown
587,emolga,5,,298,9,8,,4,200,50.0,0,20.0,0,2,0,0,0,588,180.0,9,white
588,karrablast,5,,299,2,12,,4,200,50.0,0,15.0,0,2,0,0,0,589,,2,blue
589,escavalier,5,588.0,299,4,4,,4,75,50.0,0,15.0,0,2,0,0,0,590,,4,gray
590,foongus,5,,300,9,4,,4,190,50.0,0,20.0,0,2,0,0,0,591,,9,white
591,amoonguss,5,590.0,300,9,4,,4,75,50.0,0,20.0,0,2,0,0,0,592,,9,white
592,frillish,5,,301,9,10,,4,190,50.0,0,20.0,1,2,0,0,0,593,,9,white
593,jellicent,5,592.0,301,9,10,,4,60,50.0,0,20.0,1,2,0,0,0,594,,9,white
594,alomomola,5,,302,6,3,,4,75,70.0,0,40.0,0,3,0,0,0,595,,6,pink
595,joltik,5,,303,10,14,,4,190,50.0,0,20.0,0,2,0,0,0,596,147.0,10,yellow
596,galvantula,5,595.0,303,10,14,,4,75,50.0,0,20.0,0,2,0,0,0,597,148.0,10,yellow
597,ferroseed,5,,304,4,1,,4,255,50.0,0,20.0,0,2,0,0,0,598,,4,gray
598,ferrothorn,5,597.0,304,4,10,,4,90,50.0,0,20.0,0,2,0,0,0,599,,4,gray
599,klink,5,,305,4,11,,-1,130,50.0,0,20.0,0,4,0,0,0,600,,4,gray
600,klang,5,599.0,305,4,11,,-1,60,50.0,0,20.0,0,4,0,0,0,601,,4,gray
601,klinklang,5,600.0,305,4,11,,-1,30,50.0,0,20.0,0,4,0,0,0,602,,4,gray
602,tynamo,5,,306,9,3,,4,190,70.0,0,20.0,0,1,0,0,0,603,,9,white
603,eelektrik,5,602.0,306,2,3,,4,60,70.0,0,20.0,0,1,0,0,0,604,,2,blue
604,eelektross,5,603.0,306,2,3,,4,30,70.0,0,20.0,0,1,0,0,0,605,,2,blue
605,elgyem,5,,307,2,6,,4,255,50.0,0,20.0,0,2,0,0,0,606,,2,blue
606,beheeyem,5,605.0,307,3,12,,4,90,50.0,0,20.0,0,2,0,0,0,607,,3,brown
607,litwick,5,,308,9,5,,4,190,50.0,0,20.0,0,4,0,0,0,608,37.0,9,white
608,lampent,5,607.0,308,1,4,,4,90,50.0,0,20.0,0,4,0,0,0,609,38.0,1,black
609,chandelure,5,608.0,308,1,4,,4,45,50.0,0,20.0,0,4,0,0,0,610,39.0,1,black
610,axew,5,,309,5,6,,4,75,35.0,0,40.0,0,1,0,0,0,611,144.0,5,green
611,fraxure,5,610.0,309,5,6,,4,60,35.0,0,40.0,0,1,0,0,0,612,145.0,5,green
612,haxorus,5,611.0,309,10,6,,4,45,35.0,0,40.0,0,1,0,0,0,613,146.0,10,yellow
613,cubchoo,5,,310,9,6,,4,120,50.0,0,20.0,0,2,0,0,0,614,104.0,9,white
614,beartic,5,613.0,310,9,8,,4,60,50.0,0,20.0,0,2,0,0,0,615,105.0,9,white
615,cryogonal,5,,311,2,1,,-1,25,50.0,0,25.0,0,2,0,0,0,616,,2,blue
616,shelmet,5,,312,8,1,,4,200,50.0,0,15.0,0,2,0,0,0,617,,8,red
617,accelgor,5,616.0,312,8,4,,4,75,50.0,0,15.0,0,2,0,0,0,618,,8,red
618,stunfisk,5,,313,3,3,,4,75,70.0,0,20.0,0,2,0,0,0,619,,3,brown
619,mienfoo,5,,314,10,6,,4,180,50.0,0,25.0,0,4,0,0,0,620,,10,yellow
620,mienshao,5,619.0,314,7,6,,4,45,50.0,0,25.0,0,4,0,0,0,621,,7,purple
621,druddigon,5,,315,8,6,,4,45,50.0,0,30.0,0,2,0,0,0,622,,8,red
622,golett,5,,316,5,12,,-1,190,50.0,0,25.0,0,2,0,0,0,623,,5,green
623,golurk,5,622.0,316,5,12,,-1,90,50.0,0,25.0,0,2,0,0,0,624,,5,green
624,pawniard,5,,317,8,12,,4,120,35.0,0,20.0,0,2,0,0,0,625,158.0,8,red
625,bisharp,5,624.0,317,8,12,,4,45,35.0,0,20.0,0,2,0,0,0,626,159.0,8,red
626,bouffalant,5,,318,3,8,,4,45,50.0,0,20.0,0,2,0,0,0,627,,3,brown
627,rufflet,5,,319,9,9,,0,190,50.0,0,20.0,0,1,0,0,0,628,169.0,9,white
628,braviary,5,627.0,319,8,9,,0,60,50.0,0,20.0,0,1,0,0,0,629,170.0,8,red
629,vullaby,5,,320,3,9,,8,190,35.0,0,20.0,0,1,0,0,0,630,,3,brown
630,mandibuzz,5,629.0,320,3,9,,8,60,35.0,0,20.0,0,1,0,0,0,631,,3,brown
631,heatmor,5,,321,8,6,,4,90,50.0,0,20.0,0,2,0,0,0,632,,8,red
632,durant,5,,322,4,14,,4,90,50.0,0,20.0,0,2,0,0,0,633,,4,gray
633,deino,5,,323,2,8,,4,45,35.0,0,40.0,0,1,0,0,0,634,90.0,2,blue
634,zweilous,5,633.0,323,2,8,,4,45,35.0,0,40.0,0,1,0,0,0,635,91.0,2,blue
635,hydreigon,5,634.0,323,2,6,,4,45,35.0,0,40.0,0,1,0,0,0,636,92.0,2,blue
636,larvesta,5,,324,9,14,,4,45,50.0,0,40.0,0,1,0,0,0,637,173.0,9,white
637,volcarona,5,636.0,324,9,13,,4,15,50.0,0,40.0,0,1,0,0,0,638,174.0,9,white
638,cobalion,5,,325,2,8,,-1,3,35.0,0,80.0,0,1,0,1,0,639,,2,blue
639,terrakion,5,,326,4,8,,-1,3,35.0,0,80.0,0,1,0,1,0,640,191.0,4,gray
640,virizion,5,,327,5,8,,-1,3,35.0,0,80.0,0,1,0,1,0,641,,5,green
641,tornadus,5,,328,5,4,,0,3,90.0,0,120.0,0,1,1,1,0,642,,5,green
642,thundurus,5,,329,2,4,,0,3,90.0,0,120.0,0,1,1,1,0,643,,2,blue
643,reshiram,5,,330,9,9,,-1,3,0.0,0,120.0,0,1,0,1,0,644,197.0,9,white
644,zekrom,5,,331,1,6,,-1,3,0.0,0,120.0,0,1,0,1,0,645,198.0,1,black
645,landorus,5,,332,3,4,,0,3,90.0,0,120.0,0,1,1,1,0,646,,3,brown
646,kyurem,5,,333,4,6,,-1,3,0.0,0,120.0,0,1,1,1,0,647,,4,gray
647,keldeo,5,,334,10,8,,-1,3,35.0,0,80.0,0,1,1,0,1,648,,10,yellow
648,meloetta,5,,335,9,12,,-1,3,100.0,0,120.0,0,1,1,0,1,649,,9,white
649,genesect,5,,336,7,12,,-1,3,0.0,0,120.0,0,1,1,0,1,650,,7,purple
650,chespin,6,,337,5,6,,1,45,70.0,0,20.0,0,4,0,0,0,651,,5,green
651,quilladin,6,650.0,337,5,6,,1,45,70.0,0,20.0,0,4,0,0,0,652,,5,green
652,chesnaught,6,651.0,337,5,6,,1,45,70.0,0,20.0,0,4,0,0,0,653,,5,green
653,fennekin,6,,338,8,8,,1,45,70.0,0,20.0,0,4,0,0,0,654,,8,red
654,braixen,6,653.0,338,8,6,,1,45,70.0,0,20.0,0,4,0,0,0,655,,8,red
655,delphox,6,654.0,338,8,6,,1,45,70.0,0,20.0,0,4,0,0,0,656,,8,red
656,froakie,6,,339,2,8,,1,45,70.0,0,20.0,0,4,0,0,0,657,,2,blue
657,frogadier,6,656.0,339,2,12,,1,45,70.0,0,20.0,0,4,0,0,0,658,,2,blue
658,greninja,6,657.0,339,2,12,,1,45,70.0,0,20.0,0,4,0,0,0,659,,2,blue
659,bunnelby,6,,340,3,6,,4,255,50.0,0,15.0,0,2,0,0,0,660,,3,brown
660,diggersby,6,659.0,340,3,6,,4,127,50.0,0,15.0,0,2,0,0,0,661,,3,brown
661,fletchling,6,,341,8,9,,4,255,50.0,0,15.0,0,4,0,0,0,662,,8,red
662,fletchinder,6,661.0,341,8,9,,4,120,50.0,0,15.0,0,4,0,0,0,663,,8,red
663,talonflame,6,662.0,341,8,9,,4,45,50.0,0,15.0,0,4,0,0,0,664,,8,red
664,scatterbug,6,,342,1,14,,4,255,70.0,0,15.0,0,2,0,0,0,665,,1,black
665,spewpa,6,664.0,342,1,5,,4,120,70.0,0,15.0,0,2,0,0,0,666,,1,black
666,vivillon,6,665.0,342,9,13,,4,45,70.0,0,15.0,0,2,0,0,0,667,,9,white
667,litleo,6,,343,3,8,,7,220,70.0,0,20.0,0,4,0,0,0,668,,3,brown
668,pyroar,6,667.0,343,3,8,,7,65,70.0,0,20.0,1,4,0,0,0,669,,3,brown
669,flabebe,6,,344,9,4,,8,225,70.0,0,20.0,0,2,0,0,0,670,,9,white
670,floette,6,669.0,344,9,4,,8,120,70.0,0,20.0,0,2,0,0,0,671,,9,white
671,florges,6,670.0,344,9,4,,8,45,70.0,0,20.0,0,2,0,0,0,672,,9,white
672,skiddo,6,,345,3,8,,4,200,70.0,0,20.0,0,2,0,0,0,673,,3,brown
673,gogoat,6,672.0,345,3,8,,4,45,70.0,0,20.0,0,2,0,0,0,674,,3,brown
674,pancham,6,,346,9,6,,4,220,50.0,0,25.0,0,2,0,0,0,675,,9,white
675,pangoro,6,674.0,346,9,12,,4,65,50.0,0,25.0,0,2,0,0,0,676,,9,white
676,furfrou,6,,347,9,8,,4,160,70.0,0,20.0,0,2,1,0,0,677,,9,white
677,espurr,6,,348,4,6,,4,190,50.0,0,20.0,0,2,0,0,0,678,,4,gray
678,meowstic,6,677.0,348,2,6,,4,75,50.0,0,20.0,1,2,0,0,0,679,,2,blue
679,honedge,6,,349,3,5,,4,180,50.0,0,20.0,0,2,0,0,0,680,,3,brown
680,doublade,6,679.0,349,3,11,,4,90,50.0,0,20.0,0,2,0,0,0,681,,3,brown
681,aegislash,6,680.0,349,3,5,,4,45,50.0,0,20.0,0,2,1,0,0,682,,3,brown
682,spritzee,6,,350,6,4,,4,200,50.0,0,20.0,0,2,0,0,0,683,,6,pink
683,aromatisse,6,682.0,350,6,12,,4,140,50.0,0,20.0,0,2,0,0,0,684,,6,pink
684,swirlix,6,,351,9,7,,4,200,50.0,0,20.0,0,2,0,0,0,685,,9,white
685,slurpuff,6,684.0,351,9,12,,4,140,50.0,0,20.0,0,2,0,0,0,686,,9,white
686,inkay,6,,352,2,10,,4,190,50.0,0,20.0,0,2,0,0,0,687,,2,blue
687,malamar,6,686.0,352,2,5,,4,80,50.0,0,20.0,0,2,0,0,0,688,,2,blue
688,binacle,6,,353,3,11,,4,120,50.0,0,20.0,0,2,0,0,0,689,,3,brown
689,barbaracle,6,688.0,353,3,11,,4,45,50.0,0,20.0,0,2,0,0,0,690,,3,brown
690,skrelp,6,,354,3,5,,4,225,50.0,0,20.0,0,2,0,0,0,691,,3,brown
691,dragalge,6,690.0,354,3,5,,4,55,50.0,0,20.0,0,2,0,0,0,692,,3,brown
692,clauncher,6,,355,2,14,,4,225,50.0,0,15.0,0,1,0,0,0,693,,2,blue
693,clawitzer,6,692.0,355,2,2,,4,55,50.0,0,15.0,0,1,0,0,0,694,,2,blue
694,helioptile,6,,356,10,6,,4,190,50.0,0,20.0,0,2,0,0,0,695,,10,yellow
695,heliolisk,6,694.0,356,10,6,,4,75,50.0,0,20.0,0,2,0,0,0,696,,10,yellow
696,tyrunt,6,,357,3,6,,1,45,50.0,0,30.0,0,2,0,0,0,697,,3,brown
697,tyrantrum,6,696.0,357,8,6,,1,45,50.0,0,30.0,0,2,0,0,0,698,,8,red
698,amaura,6,,358,2,8,,1,45,50.0,0,30.0,0,2,0,0,0,699,,2,blue
699,aurorus,6,698.0,358,2,8,,1,45,50.0,0,30.0,0,2,0,0,0,700,,2,blue
700,sylveon,6,133.0,67,6,8,,1,45,50.0,0,35.0,0,2,0,0,0,165,,6,pink
701,hawlucha,6,,359,5,12,,4,100,50.0,0,20.0,0,2,0,0,0,701,,5,green
702,dedenne,6,,360,10,6,,4,180,50.0,0,20.0,0,2,0,0,0,702,,10,yellow
703,carbink,6,,361,4,1,,-1,60,50.0,0,25.0,0,1,0,0,0,703,,4,gray
704,goomy,6,,362,7,2,,4,45,35.0,0,40.0,0,1,0,0,0,704,,7,purple
705,sliggoo,6,704.0,362,7,2,,4,45,35.0,0,40.0,0,1,0,0,0,705,,7,purple
706,goodra,6,705.0,362,7,6,,4,45,35.0,0,40.0,0,1,0,0,0,706,,7,purple
707,klefki,6,,363,4,1,,4,75,50.0,0,20.0,0,3,0,0,0,707,,4,gray
708,phantump,6,,364,3,4,,4,120,50.0,0,20.0,0,2,0,0,0,708,,3,brown
709,trevenant,6,708.0,364,3,10,,4,60,50.0,0,20.0,0,2,0,0,0,709,,3,brown
710,pumpkaboo,6,,365,3,1,,4,120,50.0,0,20.0,0,2,0,0,0,710,,3,brown
711,gourgeist,6,710.0,365,3,5,,4,60,50.0,0,20.0,0,2,0,0,0,711,,3,brown
712,bergmite,6,,366,2,8,,4,190,50.0,0,20.0,0,2,0,0,0,712,,2,blue
713,avalugg,6,712.0,366,2,8,,4,55,50.0,0,20.0,0,2,0,0,0,713,,2,blue
714,noibat,6,,367,7,9,,4,190,50.0,0,20.0,0,2,0,0,0,714,,7,purple
715,noivern,6,714.0,367,7,9,,4,45,50.0,0,20.0,0,2,0,0,0,715,,7,purple
716,xerneas,6,,368,2,8,,-1,45,0.0,0,120.0,0,1,1,1,0,716,,2,blue
717,yveltal,6,,369,8,9,,-1,45,0.0,0,120.0,0,1,0,1,0,717,,8,red
718,zygarde,6,,370,5,2,,-1,3,0.0,0,120.0,0,1,0,1,0,718,,5,green
719,diancie,6,,371,6,4,,-1,3,50.0,0,25.0,0,1,1,0,1,719,,6,pink
720,hoopa,6,,372,7,4,,-1,3,100.0,0,120.0,0,1,0,0,1,720,,7,purple
721,volcanion,6,,373,3,8,,-1,3,100.0,0,120.0,0,1,0,0,1,721,,3,brown
722,rowlet,7,,374,3,9,,1,45,50.0,0,15.0,0,4,0,0,0,722,,3,brown
723,dartrix,7,722.0,374,3,9,,1,45,50.0,0,15.0,0,4,0,0,0,723,,3,brown
724,decidueye,7,723.0,374,3,9,,1,45,50.0,0,15.0,0,4,0,0,0,724,,3,brown
725,litten,7,,375,8,8,,1,45,50.0,0,15.0,0,4,0,0,0,725,,8,red
726,torracat,7,725.0,375,8,8,,1,45,50.0,0,15.0,0,4,0,0,0,726,,8,red
727,incineroar,7,726.0,375,8,6,,1,45,50.0,0,15.0,0,4,0,0,0,727,,8,red
728,popplio,7,,376,2,3,,1,45,50.0,0,15.0,0,4,0,0,0,728,,2,blue
729,brionne,7,728.0,376,2,3,,1,45,50.0,0,15.0,0,4,0,0,0,729,,2,blue
730,primarina,7,729.0,376,2,3,,1,45,50.0,0,15.0,0,4,0,0,0,730,,2,blue
731,pikipek,7,,377,1,9,,4,255,70.0,0,15.0,0,2,0,0,0,731,,1,black
732,trumbeak,7,731.0,377,1,9,,4,120,70.0,0,15.0,0,2,0,0,0,732,,1,black
733,toucannon,7,732.0,377,1,9,,4,45,70.0,0,15.0,0,2,0,0,0,733,,1,black
734,yungoos,7,,378,3,8,,4,255,70.0,0,15.0,0,2,0,0,0,734,,3,brown
735,gumshoos,7,734.0,378,3,8,,4,127,70.0,0,15.0,0,2,0,0,0,735,,3,brown
736,grubbin,7,,379,4,14,,4,255,50.0,0,15.0,0,2,0,0,0,736,,4,gray
737,charjabug,7,736.0,379,5,2,,4,120,50.0,0,15.0,0,2,0,0,0,737,,5,green
738,vikavolt,7,737.0,379,2,14,,4,45,50.0,0,15.0,0,2,0,0,0,738,,2,blue
739,crabrawler,7,,380,7,14,,4,225,70.0,0,20.0,0,2,0,0,0,739,,7,purple
740,crabominable,7,739.0,380,9,14,,4,60,70.0,0,20.0,0,2,0,0,0,740,,9,white
741,oricorio,7,,381,8,9,,6,45,70.0,0,20.0,0,2,0,0,0,741,,8,red
742,cutiefly,7,,382,10,14,,4,190,50.0,0,20.0,0,2,0,0,0,742,,10,yellow
743,ribombee,7,742.0,382,10,13,,4,75,50.0,0,20.0,0,2,0,0,0,743,,10,yellow
744,rockruff,7,,383,3,8,,4,190,50.0,0,15.0,0,2,0,0,0,744,,3,brown
745,lycanroc,7,744.0,383,3,8,,4,90,50.0,0,15.0,0,2,0,0,0,745,,3,brown
746,wishiwashi,7,,384,2,3,,4,60,50.0,0,15.0,0,3,0,0,0,746,,2,blue
747,mareanie,7,,385,2,5,,4,190,50.0,0,20.0,0,2,0,0,0,747,,2,blue
748,toxapex,7,747.0,385,2,10,,4,75,50.0,0,20.0,0,2,0,0,0,748,,2,blue
749,mudbray,7,,386,3,8,,4,190,50.0,0,20.0,0,2,0,0,0,749,,3,brown
750,mudsdale,7,749.0,386,3,8,,4,60,50.0,0,20.0,0,2,0,0,0,750,,3,brown
751,dewpider,7,,387,5,7,,4,200,50.0,0,15.0,0,2,0,0,0,751,,5,green
752,araquanid,7,751.0,387,5,14,,4,100,50.0,0,15.0,0,2,0,0,0,752,,5,green
753,fomantis,7,,388,6,6,,4,190,50.0,0,20.0,0,2,0,0,0,753,,6,pink
754,lurantis,7,753.0,388,6,12,,4,75,50.0,0,20.0,0,2,0,0,0,754,,6,pink
755,morelull,7,,389,7,5,,4,190,50.0,0,20.0,0,2,0,0,0,755,,7,purple
756,shiinotic,7,755.0,389,7,12,,4,75,50.0,0,20.0,0,2,0,0,0,756,,7,purple
757,salandit,7,,390,1,8,,1,120,50.0,0,20.0,0,2,0,0,0,757,,1,black
758,salazzle,7,757.0,390,1,8,,8,45,50.0,0,20.0,0,2,0,0,0,758,,1,black
759,stufful,7,,391,6,8,,4,140,50.0,0,15.0,0,2,0,0,0,759,,6,pink
760,bewear,7,759.0,391,6,6,,4,70,50.0,0,15.0,0,2,0,0,0,760,,6,pink
761,bounsweet,7,,392,7,7,,8,235,50.0,0,20.0,0,4,0,0,0,761,,7,purple
762,steenee,7,761.0,392,7,12,,8,120,50.0,0,20.0,0,4,0,0,0,762,,7,purple
763,tsareena,7,762.0,392,7,12,,8,45,50.0,0,20.0,0,4,0,0,0,763,,7,purple
764,comfey,7,,393,5,1,,6,60,50.0,0,20.0,0,3,0,0,0,764,,5,green
765,oranguru,7,,394,9,12,,4,45,50.0,0,20.0,0,1,0,0,0,765,,9,white
766,passimian,7,,395,9,6,,4,45,50.0,0,20.0,0,1,0,0,0,766,,9,white
767,wimpod,7,,396,4,10,,4,90,50.0,0,20.0,0,2,0,0,0,767,,4,gray
768,golisopod,7,767.0,396,4,12,,4,45,50.0,0,20.0,0,2,0,0,0,768,,4,gray
769,sandygast,7,,397,3,2,,4,140,50.0,0,15.0,0,2,0,0,0,769,,3,brown
770,palossand,7,769.0,397,3,2,,4,60,50.0,0,15.0,0,2,0,0,0,770,,3,brown
771,pyukumuku,7,,398,1,2,,4,60,50.0,0,15.0,0,3,0,0,0,771,,1,black
772,type-null,7,,399,4,8,,-1,3,0.0,0,120.0,0,1,0,0,0,772,,4,gray
773,silvally,7,772.0,399,4,8,,-1,3,0.0,0,120.0,0,1,0,1,0,773,,4,gray
774,minior,7,,400,3,1,,-1,30,70.0,0,25.0,0,4,0,0,0,774,,3,brown
775,komala,7,,401,2,12,,4,45,70.0,0,20.0,0,1,0,0,0,775,,2,blue
776,turtonator,7,,402,8,6,,4,70,50.0,0,20.0,0,2,0,0,0,776,,8,red
777,togedemaru,7,,403,4,6,,4,180,50.0,0,10.0,0,2,0,0,0,777,,4,gray
778,mimikyu,7,,404,10,2,,4,45,50.0,0,20.0,0,2,0,0,0,778,,10,yellow
779,bruxish,7,,405,6,3,,4,80,70.0,0,15.0,0,2,0,0,0,779,,6,pink
780,drampa,7,,406,9,2,,4,70,50.0,0,20.0,0,2,0,0,0,780,,9,white
781,dhelmise,7,,407,5,5,,-1,25,50.0,0,25.0,0,2,0,0,0,781,,5,green
782,jangmo-o,7,,408,4,8,,4,45,50.0,0,40.0,0,1,0,0,0,782,,4,gray
783,hakamo-o,7,782.0,408,4,6,,4,45,50.0,0,40.0,0,1,0,0,0,783,,4,gray
784,kommo-o,7,783.0,408,4,6,,4,45,50.0,0,40.0,0,1,0,0,0,784,,4,gray
785,tapu-koko,7,,409,10,4,,-1,3,50.0,0,15.0,0,1,0,1,0,785,,10,yellow
786,tapu-lele,7,,410,6,4,,-1,3,50.0,0,15.0,0,1,0,1,0,786,,6,pink
787,tapu-bulu,7,,411,8,4,,-1,3,50.0,0,15.0,0,1,0,1,0,787,,8,red
788,tapu-fini,7,,412,7,4,,-1,3,50.0,0,15.0,0,1,0,1,0,788,,7,purple
789,cosmog,7,,413,2,1,,-1,45,0.0,0,120.0,0,1,0,1,0,789,,2,blue
790,cosmoem,7,789.0,413,2,1,,-1,45,0.0,0,120.0,0,1,0,1,0,790,,2,blue
791,solgaleo,7,790.0,413,9,8,,-1,45,0.0,0,120.0,0,1,0,1,0,791,,9,white
792,lunala,7,790.0,413,7,9,,-1,45,0.0,0,120.0,0,1,0,1,0,792,,7,purple
