id,identifier,species_id,height,weight,base_experience,order,is_default
10069,audino-mega,531,15,320,425.0,647.0,0.0
10070,sharpedo-mega,319,25,1303,196.0,430.0,0.0
10071,slowbro-mega,80,20,1200,207.0,128.0,0.0
10072,steelix-mega,208,105,7400,214.0,153.0,0.0
10073,pidgeot-mega,18,22,505,261.0,24.0,0.0
10074,glalie-mega,362,21,3502,203.0,482.0,0.0
10075,diancie-mega,719,11,278,315.0,864.0,0.0
10076,metagross-mega,376,25,9429,315.0,499.0,0.0
10077,kyogre-primal,382,98,4300,347.0,508.0,0.0
10078,groudon-primal,383,50,9997,347.0,510.0,0.0
10079,rayquaza-mega,384,108,3920,351.0,512.0,0.0
10080,pikachu-rock-star,25,4,60,112.0,37.0,0.0
10081,pikachu-belle,25,4,60,112.0,38.0,0.0
10082,pikachu-pop-star,25,4,60,112.0,39.0,0.0
10083,pikachu-phd,25,4,60,112.0,40.0,0.0
10084,pikachu-libre,25,4,60,112.0,41.0,0.0
10085,pikachu-cosplay,25,4,60,112.0,36.0,0.0
10086,hoopa-unbound,720,65,4900,306.0,866.0,0.0
10087,camerupt-mega,323,25,3205,196.0,435.0,0.0
10088,lopunny-mega,428,13,283,203.0,559.0,0.0
10089,salamence-mega,373,18,1126,315.0,495.0,0.0
10090,beedrill-mega,15,14,405,223.0,20.0,0.0
10091,rattata-alola,19,3,38,51.0,26.0,0.0
10092,raticate-alola,20,7,255,145.0,28.0,0.0
10093,raticate-totem-alola,20,14,1050,145.0,29.0,0.0
10094,pikachu-original-cap,25,4,60,112.0,42.0,0.0
10095,pikachu-hoenn-cap,25,4,60,112.0,43.0,0.0
10096,pikachu-sinnoh-cap,25,4,60,112.0,44.0,0.0
10097,pikachu-unova-cap,25,4,60,112.0,45.0,0.0
10098,pikachu-kalos-cap,25,4,60,112.0,46.0,0.0
10099,pikachu-alola-cap,25,4,60,112.0,47.0,0.0
10100,raichu-alola,26,7,210,243.0,52.0,0.0
10101,sandshrew-alola,27,7,400,60.0,54.0,0.0
10102,sandslash-alola,28,12,550,158.0,56.0,0.0
10103,vulpix-alola,37,6,99,60.0,67.0,0.0
10104,ninetales-alola,38,11,199,177.0,69.0,0.0
10105,diglett-alola,50,2,10,53.0,85.0,0.0
10106,dugtrio-alola,51,7,666,149.0,87.0,0.0
10107,meowth-alola,52,4,42,58.0,89.0,0.0
10108,persian-alola,53,11,330,154.0,92.0,0.0
10109,geodude-alola,74,4,203,60.0,116.0,0.0
10110,graveler-alola,75,10,1100,137.0,118.0,0.0
10111,golem-alola,76,17,3160,223.0,120.0,0.0
10112,grimer-alola,88,7,420,65.0,142.0,0.0
10113,muk-alola,89,10,520,175.0,144.0,0.0
10114,exeggutor-alola,103,109,4156,186.0,162.0,0.0
10115,marowak-alola,105,10,340,149.0,165.0,0.0
10116,greninja-battle-bond,658,15,400,239.0,789.0,0.0
10117,greninja-ash,658,15,400,288.0,790.0,0.0
10118,zygarde-10-power-construct,718,12,335,243.0,860.0,0.0
10119,zygarde-50-power-construct,718,50,3050,300.0,861.0,0.0
10120,zygarde-complete,718,45,6100,354.0,862.0,0.0
10121,gumshoos-totem,735,14,600,146.0,882.0,0.0
10122,vikavolt-totem,738,26,1475,225.0,886.0,0.0
10123,oricorio-pom-pom,741,6,34,167.0,890.0,0.0
10124,oricorio-pau,741,6,34,167.0,891.0,0.0
10125,oricorio-sensu,741,6,34,167.0,892.0,0.0
10126,lycanroc-midnight,745,11,250,170.0,899.0,0.0
10127,wishiwashi-school,746,82,786,217.0,902.0,0.0
10128,lurantis-totem,754,15,580,168.0,912.0,0.0
10129,salazzle-totem,758,21,810,168.0,917.0,0.0
10130,minior-orange-meteor,774,3,400,154.0,934.0,0.0
10131,minior-yellow-meteor,774,3,400,154.0,935.0,0.0
10132,minior-green-meteor,774,3,400,154.0,936.0,0.0
10133,minior-blue-meteor,774,3,400,154.0,937.0,0.0
10134,minior-indigo-meteor,774,3,400,154.0,938.0,0.0
10135,minior-violet-meteor,774,3,400,154.0,939.0,0.0
10136,minior-red,774,3,3,175.0,940.0,0.0
10137,minior-orange,774,3,3,175.0,941.0,0.0
10138,minior-yellow,774,3,3,175.0,942.0,0.0
10139,minior-green,774,3,3,175.0,943.0,0.0
10140,minior-blue,774,3,3,175.0,944.0,0.0
10141,minior-indigo,774,3,3,175.0,945.0,0.0
10142,minior-violet,774,3,3,175.0,946.0,0.0
10143,mimikyu-busted,778,2,7,167.0,952.0,0.0
10144,mimikyu-totem-disguised,778,4,28,167.0,953.0,0.0
10145,mimikyu-totem-busted,778,4,28,167.0,954.0,0.0
10146,kommo-o-totem,784,24,2075,270.0,961.0,0.0
10147,magearna-original,801,10,805,300.0,982.0,0.0
10148,pikachu-partner-cap,25,4,60,112.0,48.0,0.0
10149,marowak-totem,105,17,980,149.0,166.0,0.0
10150,ribombee-totem,743,4,20,162.0,895.0,0.0
10151,rockruff-own-tempo,744,5,92,56.0,897.0,0.0
10152,lycanroc-dusk,745,8,250,170.0,900.0,0.0
10153,araquanid-totem,752,31,2175,159.0,909.0,0.0
10154,togedemaru-totem,777,6,130,152.0,950.0,0.0
10155,necrozma-dusk,800,38,4600,340.0,978.0,0.0
10156,necrozma-dawn,800,42,3500,340.0,979.0,0.0
10157,necrozma-ultra,800,75,2300,339.0,980.0,0.0
10158,pikachu-starter,25,4,60,86.0,49.0,0.0
10159,eevee-starter,133,3,65,87.0,216.0,0.0
10160,pikachu-world-cap,25,4,60,112.0,50.0,0.0
10161,meowth-galar,52,4,75,58.0,90.0,0.0
10162,ponyta-galar,77,8,240,82.0,122.0,0.0
10163,rapidash-galar,78,17,800,175.0,124.0,0.0
10164,slowpoke-galar,79,12,360,63.0,126.0,0.0
10165,slowbro-galar,80,16,705,172.0,129.0,0.0
10166,farfetchd-galar,83,8,420,132.0,136.0,0.0
10167,weezing-galar,110,30,160,172.0,175.0,0.0
10168,mr-mime-galar,122,14,568,161.0,195.0,0.0
10169,articuno-galar,144,17,509,290.0,237.0,0.0
10170,zapdos-galar,145,16,582,290.0,239.0,0.0
10171,moltres-galar,146,20,660,290.0,241.0,0.0
10172,slowking-galar,199,18,795,172.0,131.0,0.0
10173,corsola-galar,222,6,5,144.0,322.0,0.0
10174,zigzagoon-galar,263,4,175,56.0,362.0,0.0
10175,linoone-galar,264,5,325,147.0,364.0,0.0
10176,darumaka-galar,554,7,400,63.0,672.0,0.0
10177,darmanitan-galar-standard,555,17,1200,168.0,675.0,0.0
10178,darmanitan-galar-zen,555,17,1200,189.0,676.0,0.0
10179,yamask-galar,562,5,15,61.0,684.0,0.0
10180,stunfisk-galar,618,7,205,165.0,741.0,0.0
10181,zygarde-10,718,12,335,243.0,859.0,0.0
10182,cramorant-gulping,845,8,180,166.0,1027.0,0.0
10183,cramorant-gorging,845,8,180,166.0,1028.0,0.0
10184,toxtricity-low-key,849,16,400,176.0,1033.0,0.0
10185,eiscue-noice,875,14,890,165.0,1060.0,0.0
10186,indeedee-female,876,9,280,166.0,1062.0,0.0
10187,morpeko-hangry,877,3,30,153.0,1064.0,0.0
10188,zacian-crowned,888,28,3550,360.0,1076.0,0.0
10189,zamazenta-crowned,889,29,7850,360.0,1078.0,0.0
10190,eternatus-eternamax,890,1000,0,563.0,1080.0,0.0
10191,urshifu-rapid-strike,892,19,1050,275.0,1083.0,0.0
10192,zarude-dada,893,18,700,300.0,1085.0,0.0
10193,calyrex-ice,898,24,8091,340.0,1091.0,0.0
10194,calyrex-shadow,898,24,536,340.0,1092.0,0.0
10195,venusaur-gmax,3,240,10000,236.0,,0.0
10196,charizard-gmax,6,280,10000,240.0,,0.0
10197,blastoise-gmax,9,250,10000,239.0,,0.0
10198,butterfree-gmax,12,170,10000,178.0,,0.0
10199,pikachu-gmax,25,210,10000,112.0,,0.0
10200,meowth-gmax,52,330,10000,58.0,,0.0
10201,machamp-gmax,68,250,10000,227.0,,0.0
10202,gengar-gmax,94,200,10000,225.0,,0.0
10203,kingler-gmax,99,190,10000,166.0,,0.0
10204,lapras-gmax,131,240,10000,187.0,,0.0
10205,eevee-gmax,133,180,10000,65.0,,0.0
10206,snorlax-gmax,143,350,10000,189.0,,0.0
10207,garbodor-gmax,569,210,10000,166.0,,0.0
10208,melmetal-gmax,809,250,10000,270.0,,0.0
10209,rillaboom-gmax,812,280,10000,265.0,,0.0
10210,cinderace-gmax,815,270,10000,265.0,,0.0
10211,inteleon-gmax,818,400,10000,265.0,,0.0
10212,corviknight-gmax,823,140,10000,248.0,,0.0
10213,orbeetle-gmax,826,140,10000,253.0,,0.0
10214,drednaw-gmax,834,240,10000,170.0,,0.0
10215,coalossal-gmax,839,420,10000,255.0,,0.0
10216,flapple-gmax,841,240,10000,170.0,,0.0
10217,appletun-gmax,842,240,10000,170.0,,0.0
10218,sandaconda-gmax,844,220,10000,179.0,,0.0
10219,toxtricity-amped-gmax,849,240,10000,176.0,,0.0
10220,centiskorch-gmax,851,750,10000,184.0,,0.0
10221,hatterene-gmax,858,260,10000,255.0,,0.0
10222,grimmsnarl-gmax,861,320,10000,255.0,,0.0
10223,alcremie-gmax,869,300,10000,173.0,,0.0
10224,copperajah-gmax,879,230,10000,175.0,,0.0
10225,duraludon-gmax,884,430,10000,187.0,,0.0
10226,urshifu-single-strike-gmax,892,290,10000,275.0,,0.0
10227,urshifu-rapid-strike-gmax,892,260,10000,275.0,,0.0
10228,toxtricity-low-key-gmax,849,240,10000,176.0,,0.0
10229,growlithe-hisui,58,8,227,70.0,,0.0
10230,arcanine-hisui,59,20,1680,194.0,,0.0
10231,voltorb-hisui,100,5,130,66.0,,0.0
10232,electrode-hisui,101,12,710,172.0,,0.0
10233,typhlosion-hisui,157,16,698,240.0,,0.0
10234,qwilfish-hisui,211,5,39,88.0,,0.0
10235,sneasel-hisui,215,9,270,86.0,,0.0
10236,samurott-hisui,503,15,582,238.0,,0.0
10237,lilligant-hisui,549,12,192,168.0,,0.0
10238,zorua-hisui,570,7,125,66.0,,0.0
10239,zoroark-hisui,571,16,730,179.0,,0.0
10240,braviary-hisui,628,17,434,179.0,,0.0
10241,sliggoo-hisui,705,7,685,158.0,,0.0
10242,goodra-hisui,706,17,3341,270.0,,0.0
10243,avalugg-hisui,713,14,2624,180.0,,0.0
10244,decidueye-hisui,724,16,370,239.0,,0.0
10245,dialga-origin,483,70,8487,306.0,,0.0
10246,palkia-origin,484,63,6590,306.0,,0.0
10247,basculin-white-striped,550,10,180,161.0,,0.0
10248,basculegion-female,902,30,1100,265.0,,0.0
10249,enamorus-therian,905,16,480,116.0,,0.0
10250,tauros-paldea-combat-breed,128,14,1150,172.0,,0.0
10251,tauros-paldea-blaze-breed,128,14,850,172.0,,0.0
10252,tauros-paldea-aqua-breed,128,14,1100,172.0,,0.0
10253,wooper-paldea,194,4,110,42.0,,0.0
10254,oinkologne-female,916,10,1200,171.0,,0.0
10255,dudunsparce-three-segment,982,45,474,182.0,,0.0
10256,palafin-hero,964,18,974,160.0,,0.0
10257,maushold-family-of-three,925,3,28,165.0,,0.0
10258,tatsugiri-droopy,978,3,80,166.0,,0.0
10259,tatsugiri-stretchy,978,3,80,166.0,,0.0
10260,squawkabilly-blue-plumage,931,6,24,146.0,,0.0
10261,squawkabilly-yellow-plumage,931,6,24,146.0,,0.0
10262,squawkabilly-white-plumage,931,6,24,146.0,,0.0
10263,gimmighoul-roaming,999,1,10,60.0,,0.0
10264,koraidon-limited-build,1007,35,3030,335.0,,0.0
10265,koraidon-sprinting-build,1007,35,3030,335.0,,0.0
10266,koraidon-swimming-build,1007,35,3030,335.0,,0.0
10267,koraidon-gliding-build,1007,35,3030,335.0,,0.0
10268,miraidon-low-power-mode,1008,28,2400,335.0,,0.0
10269,miraidon-drive-mode,1008,28,2400,335.0,,0.0
10270,miraidon-aquatic-mode,1008,28,2400,335.0,,0.0
10271,miraidon-glide-mode,1008,28,2400,335.0,,0.0
10272,ursaluna-bloodmoon,901,24,2900,275.0,,0.0
10273,ogerpon-wellspring-mask,1017,12,398,275.0,,0.0
10274,ogerpon-hearthflame-mask,1017,12,398,275.0,,0.0
10275,ogerpon-cornerstone-mask,1017,12,398,275.0,,0.0
10276,terapagos-terastal,1024,3,160,90.0,,0.0
10277,terapagos-stellar,1024,17,770,90.0,,0.0
10278,frillish-female,592,12,330,67.0,,0.0
10279,jellicent-female,593,22,1350,168.0,,0.0
10281,Poppy,3,33,565,,,
