id,identifier,species_id,height,weight,base_experience,order,is_default
10191,Urshifu Rapid Strike,892,19,1050,275,1083.0,0
10192,Zarude Dada,893,18,700,300,1085.0,0
10193,Calyrex Ice,898,24,8091,340,1091.0,0
10194,Calyrex Shadow,898,24,536,340,1092.0,0
10195,Venusaur Gmax,3,240,10000,236,,0
10196,Charizard Gmax,6,280,10000,240,,0
10197,Blastoise Gmax,9,250,10000,239,,0
10198,Butterfree Gmax,12,170,10000,178,,0
10199,Pikachu Gmax,25,210,10000,112,,0
10200,Meowth Gmax,52,330,10000,58,,0
10201,Machamp Gmax,68,250,10000,227,,0
10202,Gengar Gmax,94,200,10000,225,,0
10203,Kingler Gmax,99,190,10000,166,,0
10204,Lapras Gmax,131,240,10000,187,,0
10205,Eevee Gmax,133,180,10000,65,,0
10206,Snorlax Gmax,143,350,10000,189,,0
10207,Garbodor Gmax,569,210,10000,166,,0
10208,Melmetal Gmax,809,250,10000,270,,0
10209,Rillaboom Gmax,812,280,10000,265,,0
10210,Cinderace Gmax,815,270,10000,265,,0
10211,Inteleon Gmax,818,400,10000,265,,0
10212,Corviknight Gmax,823,140,10000,248,,0
10213,Orbeetle Gmax,826,140,10000,253,,0
10214,Drednaw Gmax,834,240,10000,170,,0
10215,Coalossal Gmax,839,420,10000,255,,0
10216,Flapple Gmax,841,240,10000,170,,0
10217,Appletun Gmax,842,240,10000,170,,0
10218,Sandaconda Gmax,844,220,10000,179,,0
10219,Toxtricity Amped Gmax,849,240,10000,176,,0
10220,Centiskorch Gmax,851,750,10000,184,,0
10221,Hatterene Gmax,858,260,10000,255,,0
10222,Grimmsnarl Gmax,861,320,10000,255,,0
10223,Alcremie Gmax,869,300,10000,173,,0
10224,Copperajah Gmax,879,230,10000,175,,0
10225,Duraludon Gmax,884,430,10000,187,,0
10226,Urshifu Single Strike Gmax,892,290,10000,275,,0
10227,Urshifu Rapid Strike Gmax,892,260,10000,275,,0
10228,Toxtricity Low Key Gmax,849,240,10000,176,,0
10229,Growlithe Hisui,58,8,227,70,,0
10230,Arcanine Hisui,59,20,1680,194,,0
10231,Voltorb Hisui,100,5,130,66,,0
10232,Electrode Hisui,101,12,710,172,,0
10233,Typhlosion Hisui,157,16,698,240,,0
10234,Qwilfish Hisui,211,5,39,88,,0
10235,Sneasel Hisui,215,9,270,86,,0
10236,Samurott Hisui,503,15,582,238,,0
10237,Lilligant Hisui,549,12,192,168,,0
10238,Zorua Hisui,570,7,125,66,,0
10239,Zoroark Hisui,571,16,730,179,,0
10240,Braviary Hisui,628,17,434,179,,0
10241,Sliggoo Hisui,705,7,685,158,,0
10242,Goodra Hisui,706,17,3341,270,,0
10243,Avalugg Hisui,713,14,2624,180,,0
10244,Decidueye Hisui,724,16,370,239,,0
10245,Dialga Origin,483,70,8487,306,,0
10246,Palkia Origin,484,63,6590,306,,0
10247,Basculin White Striped,550,10,180,161,,0
10248,Basculegion Female,902,30,1100,265,,0
10249,Enamorus Therian,905,16,480,116,,0
10250,Tauros Paldea Combat Breed,128,14,1150,172,,0
10251,Tauros Paldea Blaze Breed,128,14,850,172,,0
10252,Tauros Paldea Aqua Breed,128,14,1100,172,,0
10253,Wooper Paldea,194,4,110,42,,0
10254,Oinkologne Female,916,10,1200,171,,0
10255,Dudunsparce Three Segment,982,45,474,182,,0
10256,Palafin Hero,964,18,974,160,,0
10257,Maushold Family Of Three,925,3,28,165,,0
10258,Tatsugiri Droopy,978,3,80,166,,0
10259,Tatsugiri Stretchy,978,3,80,166,,0
10260,Squawkabilly Blue Plumage,931,6,24,146,,0
10261,Squawkabilly Yellow Plumage,931,6,24,146,,0
10262,Squawkabilly White Plumage,931,6,24,146,,0
10263,Gimmighoul Roaming,999,1,10,60,,0
10264,Koraidon Limited Build,1007,35,3030,335,,0
10265,Koraidon Sprinting Build,1007,35,3030,335,,0
10266,Koraidon Swimming Build,1007,35,3030,335,,0
10267,Koraidon Gliding Build,1007,35,3030,335,,0
10268,Miraidon Low Power Mode,1008,28,2400,335,,0
10269,Miraidon Drive Mode,1008,28,2400,335,,0
10270,Miraidon Aquatic Mode,1008,28,2400,335,,0
10271,Miraidon Glide Mode,1008,28,2400,335,,0
10272,Ursaluna Bloodmoon,901,24,2900,275,,0
10273,Ogerpon Wellspring Mask,1017,12,398,275,,0
10274,Ogerpon Hearthflame Mask,1017,12,398,275,,0
10275,Ogerpon Cornerstone Mask,1017,12,398,275,,0
10276,Terapagos Terastal,1024,3,160,90,,0
10277,Terapagos Stellar,1024,17,770,90,,0
10278,Frillish Female,592,12,330,67,,0
10279,Jellicent Female,593,22,1350,168,,0
