id,identifier,species_id,height,weight,base_experience,order,is_default
10232,electrode-hisui,101,12,710,172,,0
10233,typhlosion-hisui,157,16,698,240,,0
10234,qwilfish-hisui,211,5,39,88,,0
10235,sneasel-hisui,215,9,270,86,,0
10236,samurott-hisui,503,15,582,238,,0
10237,lilligant-hisui,549,12,192,168,,0
10238,zorua-hisui,570,7,125,66,,0
10239,zoroark-hisui,571,16,730,179,,0
10240,braviary-hisui,628,17,434,179,,0
10241,sliggoo-hisui,705,7,685,158,,0
10242,goodra-hisui,706,17,3341,270,,0
10243,avalugg-hisui,713,14,2624,180,,0
10244,decidueye-hisui,724,16,370,239,,0
10245,dialga-origin,483,70,8487,306,,0
10246,palkia-origin,484,63,6590,306,,0
10247,basculin-white-striped,550,10,180,161,,0
10248,basculegion-female,902,30,1100,265,,0
10249,enamorus-therian,905,16,480,116,,0
10250,tauros-paldea-combat-breed,128,14,1150,172,,0
10251,tauros-paldea-blaze-breed,128,14,850,172,,0
10252,tauros-paldea-aqua-breed,128,14,1100,172,,0
10253,wooper-paldea,194,4,110,42,,0
10254,oinkologne-female,916,10,1200,171,,0
10255,dudunsparce-three-segment,982,45,474,182,,0
10256,palafin-hero,964,18,974,160,,0
10257,maushold-family-of-three,925,3,28,165,,0
10258,tatsugiri-droopy,978,3,80,166,,0
10259,tatsugiri-stretchy,978,3,80,166,,0
10260,squawkabilly-blue-plumage,931,6,24,146,,0
10261,squawkabilly-yellow-plumage,931,6,24,146,,0
10262,squawkabilly-white-plumage,931,6,24,146,,0
10263,gimmighoul-roaming,999,1,10,60,,0
10264,koraidon-limited-build,1007,35,3030,335,,0
10265,koraidon-sprinting-build,1007,35,3030,335,,0
10266,koraidon-swimming-build,1007,35,3030,335,,0
10267,koraidon-gliding-build,1007,35,3030,335,,0
10268,miraidon-low-power-mode,1008,28,2400,335,,0
10269,miraidon-drive-mode,1008,28,2400,335,,0
10270,miraidon-aquatic-mode,1008,28,2400,335,,0
10271,miraidon-glide-mode,1008,28,2400,335,,0
10272,ursaluna-bloodmoon,901,24,2900,275,,0
10273,ogerpon-wellspring-mask,1017,12,398,275,,0
10274,ogerpon-hearthflame-mask,1017,12,398,275,,0
10275,ogerpon-cornerstone-mask,1017,12,398,275,,0
10276,terapagos-terastal,1024,3,160,90,,0
10277,terapagos-stellar,1024,17,770,90,,0
10278,frillish-female,592,12,330,67,,0
10279,jellicent-female,593,22,1350,168,,0
